customer_id,transaction_count,total_transaction_value,avg_transaction_value
CUST045787,27,50508.42,1870.68
CUST000998,19,50508.2,2658.33
CUST004788,20,50508.14,2525.41
CUST043248,18,50507.34,2805.96
CUST030182,25,50505.96,2020.24
CUST026745,26,50505.74,1942.53
CUST046499,20,50505.62,2525.28
CUST043109,25,50505.47,2020.22
CUST039733,21,50505.25,2405.01
CUST046139,20,50503.24,2525.16
CUST043703,29,50502.51,1741.47
CUST036212,24,50500.78,2104.2
CUST041564,17,50500.62,2970.62
CUST005611,25,50497.73,2019.91
CUST033869,18,50495.75,2805.32
CUST015618,17,50494.3,2970.25
CUST034165,21,50493.0,2404.43
CUST032348,25,50492.34,2019.69
CUST040130,22,50492.2,2295.1
CUST025850,20,50490.28,2524.51
CUST049767,27,50490.23,1870.01
CUST008288,28,50485.2,1803.04
CUST011532,27,50484.05,1869.78
CUST034492,22,50482.98,2294.68
CUST019264,24,50482.72,2103.45
CUST030609,23,50481.05,2194.83
CUST019889,20,50480.74,2524.04
CUST004941,20,50479.61,2523.98
CUST025848,23,50479.19,2194.75
CUST016837,14,50479.06,3605.65
CUST013667,15,50478.52,3365.23
CUST030471,23,50478.26,2194.71
CUST035042,21,50476.52,2403.64
CUST037164,23,50475.47,2194.59
CUST010932,22,50470.4,2294.11
CUST039291,21,50469.54,2403.31
CUST012030,30,50464.84,1682.16
CUST018522,28,50464.81,1802.31
CUST023552,19,50463.07,2655.95
CUST046702,23,50461.56,2193.98
CUST019034,26,50460.69,1940.8
CUST034187,21,50460.24,2402.87
CUST025837,12,50453.67,4204.47
CUST023859,18,50452.79,2802.93
CUST008618,22,50451.07,2293.23
CUST046669,21,50449.99,2402.38
CUST044271,24,50448.57,2102.02
CUST001339,17,50446.83,2967.46
CUST029649,28,50446.76,1801.67
CUST032312,22,50445.99,2293.0
CUST035703,20,50444.53,2522.23
CUST040688,19,50443.54,2654.92
CUST022077,25,50443.3,2017.73
CUST046549,18,50443.28,2802.4
CUST026089,20,50442.86,2522.14
CUST035560,23,50442.08,2193.13
CUST034531,25,50440.91,2017.64
CUST041157,28,50439.73,1801.42
CUST028016,16,50439.17,3152.45
CUST021879,24,50437.95,2101.58
CUST004323,28,50436.66,1801.31
CUST029276,27,50432.94,1867.89
CUST010675,25,50432.64,2017.31
CUST047330,23,50431.94,2192.69
CUST037958,32,50431.69,1575.99
CUST019361,17,50431.14,2966.54
CUST020761,20,50428.88,2521.44
CUST003656,23,50427.61,2192.5
CUST034584,14,50427.15,3601.94
CUST035378,17,50425.84,2966.23
CUST025871,23,50425.56,2192.42
CUST036221,16,50418.35,3151.15
CUST045961,20,50417.83,2520.89
CUST036354,16,50416.98,3151.06
CUST040890,24,50416.39,2100.68
CUST033627,29,50413.87,1738.41
CUST000908,21,50411.79,2400.56
CUST029118,23,50407.96,2191.65
CUST003379,24,50406.83,2100.28
CUST046157,18,50405.21,2800.29
CUST028583,15,50402.5,3360.17
CUST021824,20,50400.82,2520.04
CUST024398,20,50396.12,2519.81
CUST017785,23,50391.3,2190.93
CUST027469,24,50389.85,2099.58
CUST016928,17,50389.24,2964.07
CUST016378,26,50388.29,1938.01
CUST020735,22,50387.72,2290.35
CUST020132,22,50386.14,2290.28
CUST007527,21,50384.65,2399.27
CUST047935,23,50382.68,2190.55
CUST021874,33,50382.37,1526.74
CUST014675,17,50380.64,2963.57
CUST018122,23,50379.83,2190.43
CUST006662,23,50378.19,2190.36
CUST043777,26,50377.05,1937.58
CUST007935,26,50374.65,1937.49
CUST048458,24,50374.3,2098.93
CUST043555,25,50373.59,2014.94
CUST017965,14,50368.75,3597.77
CUST035919,20,50367.81,2518.39
CUST046635,17,50366.59,2962.74
CUST017430,18,50365.72,2798.1
CUST032912,16,50363.42,3147.71
CUST039415,23,50362.12,2189.66
CUST038341,24,50359.79,2098.32
CUST042530,16,50359.48,3147.47
CUST001926,19,50353.77,2650.2
CUST029737,11,50352.05,4577.46
CUST012293,21,50351.53,2397.69
CUST037330,22,50349.61,2288.62
CUST022237,21,50347.11,2397.48
CUST043655,23,50347.05,2189.0
CUST042038,33,50345.84,1525.63
CUST004113,14,50343.62,3595.97
CUST042419,20,50339.84,2516.99
CUST013822,28,50338.9,1797.82
CUST045889,21,50338.63,2397.08
CUST034025,27,50338.61,1864.39
CUST026585,16,50337.84,3146.12
CUST021267,19,50335.36,2649.23
CUST016786,26,50335.08,1935.96
CUST000923,25,50334.6,2013.38
CUST045645,21,50332.27,2396.77
CUST043946,21,50331.25,2396.73
CUST037922,22,50330.57,2287.75
CUST020609,24,50329.31,2097.05
CUST000944,29,50327.5,1735.43
CUST014593,29,50322.63,1735.26
CUST002296,25,50322.36,2012.89
CUST043110,21,50321.94,2396.28
CUST008394,24,50321.19,2096.72
CUST017671,23,50316.4,2187.67
CUST022739,22,50315.42,2287.06
CUST033416,24,50313.55,2096.4
CUST014790,21,50313.07,2395.86
CUST019680,16,50312.96,3144.56
CUST049887,25,50310.83,2012.43
CUST001295,17,50310.57,2959.45
CUST035666,22,50310.49,2286.84
CUST049866,24,50310.38,2096.27
CUST009541,23,50308.48,2187.33
CUST036992,15,50308.05,3353.87
CUST043133,22,50305.34,2286.61
CUST037294,28,50304.98,1796.61
CUST049853,22,50304.83,2286.58
CUST038927,23,50301.59,2187.03
CUST017928,28,50300.5,1796.45
CUST039115,21,50299.08,2395.19
CUST031588,14,50298.68,3592.76
CUST018996,20,50297.4,2514.87
CUST047108,25,50293.35,2011.73
CUST036191,20,50293.19,2514.66
CUST014010,19,50290.33,2646.86
CUST007752,26,50288.51,1934.17
CUST011959,19,50286.32,2646.65
CUST048967,17,50284.21,2957.89
CUST023463,19,50283.49,2646.5
CUST035189,25,50278.31,2011.13
CUST018503,29,50277.57,1733.71
CUST032644,19,50277.25,2646.17
CUST023701,23,50277.23,2185.97
CUST025590,16,50276.65,3142.29
CUST021349,18,50276.47,2793.14
CUST007166,19,50273.26,2645.96
CUST034771,26,50273.18,1933.58
CUST016796,20,50272.18,2513.61
CUST046137,29,50269.48,1733.43
CUST047653,19,50269.12,2645.74
CUST003410,26,50267.9,1933.38
CUST003004,19,50266.16,2645.59
CUST037465,18,50266.03,2792.56
CUST028478,23,50265.83,2185.47
CUST016120,24,50265.36,2094.39
CUST018283,21,50264.67,2393.56
CUST002482,21,50263.12,2393.48
CUST022350,15,50262.59,3350.84
CUST018669,19,50261.33,2645.33
CUST009042,21,50260.69,2393.37
CUST003923,18,50259.55,2792.2
CUST009521,20,50256.28,2512.81
CUST043358,26,50255.89,1932.92
CUST042130,27,50253.48,1861.24
CUST038808,18,50252.12,2791.78
CUST035319,27,50251.9,1861.18
CUST028865,24,50249.61,2093.73
CUST005328,21,50249.28,2392.82
CUST003507,20,50248.61,2512.43
CUST007737,20,50248.58,2512.43
CUST011755,20,50247.78,2512.39
CUST003648,16,50247.24,3140.45
CUST028719,22,50243.31,2283.79
CUST003405,21,50242.11,2392.48
CUST000155,25,50242.09,2009.68
CUST032976,19,50236.34,2644.02
CUST010065,19,50236.07,2644.0
CUST012317,24,50235.4,2093.14
CUST049885,29,50230.33,1732.08
CUST042755,15,50229.31,3348.62
CUST008062,24,50227.7,2092.82
CUST033324,25,50224.98,2009.0
CUST037793,24,50223.29,2092.64
CUST015832,21,50222.32,2391.54
CUST034707,24,50222.18,2092.59
CUST019759,28,50220.7,1793.6
CUST003893,16,50220.7,3138.79
CUST009156,24,50216.92,2092.37
CUST000142,15,50215.48,3347.7
CUST016727,16,50215.45,3138.47
CUST001244,25,50215.19,2008.61
CUST020974,19,50215.18,2642.9
CUST041744,26,50214.24,1931.32
CUST020159,26,50213.28,1931.28
CUST021850,21,50212.05,2391.05
CUST035177,20,50207.12,2510.36
CUST006747,29,50199.95,1731.03
CUST043684,19,50197.23,2641.96
CUST008341,16,50196.49,3137.28
CUST010340,15,50196.28,3346.42
CUST035804,19,50193.92,2641.79
CUST016126,27,50191.25,1858.94
CUST039202,20,50190.92,2509.55
CUST006943,22,50190.83,2281.4
CUST012026,23,50189.98,2182.17
CUST012617,27,50189.61,1858.87
CUST048830,18,50188.74,2788.26
CUST047224,24,50188.4,2091.18
CUST028625,29,50187.2,1730.59
CUST025549,23,50186.36,2182.02
CUST003026,23,50184.81,2181.95
CUST034806,27,50183.34,1858.64
CUST025083,22,50183.28,2281.06
CUST016185,21,50182.55,2389.65
CUST027143,21,50181.0,2389.57
CUST028243,24,50179.36,2090.81
CUST003989,20,50177.27,2508.86
CUST016502,21,50176.75,2389.37
CUST000249,26,50176.22,1929.85
CUST020942,28,50175.69,1791.99
CUST023991,22,50166.66,2280.3
CUST048723,19,50165.03,2640.26
CUST028900,17,50164.89,2950.88
CUST035518,24,50164.52,2090.19
CUST004437,23,50163.7,2181.03
CUST017993,26,50158.74,1929.18
CUST040973,21,50158.3,2388.49
CUST010389,20,50157.73,2507.89
CUST035479,22,50157.54,2279.89
CUST000272,30,50157.49,1671.92
CUST041249,26,50157.31,1929.13
CUST045685,17,50157.04,2950.41
CUST015248,20,50156.18,2507.81
CUST008324,24,50155.96,2089.83
CUST018362,23,50155.32,2180.67
CUST046360,19,50154.87,2639.73
CUST020471,25,50153.66,2006.15
CUST003320,27,50153.52,1857.54
CUST028139,33,50152.94,1519.79
CUST018129,19,50152.45,2639.6
CUST038375,27,50140.44,1857.05
CUST048676,19,50140.2,2638.96
CUST001383,15,50137.6,3342.51
CUST045126,28,50137.39,1790.62
CUST043091,22,50134.82,2278.86
CUST049895,26,50134.17,1928.24
CUST009357,17,50132.8,2948.99
CUST032498,19,50130.5,2638.45
CUST025437,19,50130.16,2638.43
CUST009171,12,50129.53,4177.46
CUST042776,26,50127.99,1928.0
CUST021393,21,50127.23,2387.01
CUST029814,14,50126.9,3580.49
CUST024084,20,50124.65,2506.23
CUST008975,18,50122.7,2784.59
CUST002580,22,50122.53,2278.3
CUST032503,21,50120.21,2386.68
CUST036181,15,50119.9,3341.33
CUST010632,20,50119.29,2505.96
CUST049066,16,50119.23,3132.45
CUST028499,23,50117.83,2179.04
CUST034735,20,50117.29,2505.86
CUST036570,15,50113.7,3340.91
CUST020907,25,50112.29,2004.49
CUST002743,14,50110.87,3579.35
CUST042042,20,50105.08,2505.25
CUST027039,24,50103.79,2087.66
CUST001343,29,50103.79,1727.72
CUST044855,21,50103.45,2385.88
CUST038705,17,50102.95,2947.23
CUST046440,15,50101.43,3340.1
CUST005026,25,50095.4,2003.82
CUST019872,20,50090.01,2504.5
CUST029392,24,50089.48,2087.06
CUST024003,17,50089.3,2946.43
CUST037467,17,50086.87,2946.29
CUST046358,25,50086.02,2003.44
CUST008634,23,50085.53,2177.63
CUST017012,19,50084.91,2636.05
CUST005819,26,50082.61,1926.25
CUST038773,23,50081.82,2177.47
CUST032386,20,50075.63,2503.78
CUST002035,25,50074.66,2002.99
CUST010749,21,50073.5,2384.45
CUST030459,21,50072.97,2384.43
CUST004267,22,50072.37,2276.02
CUST029293,21,50068.86,2384.23
CUST039074,20,50068.6,2503.43
CUST020932,19,50066.34,2635.07
CUST041392,25,50065.39,2002.62
CUST014563,21,50065.06,2384.05
CUST040015,20,50064.59,2503.23
CUST032839,22,50064.46,2275.66
CUST042066,22,50064.2,2275.65
CUST029645,21,50063.98,2384.0
CUST036211,28,50063.49,1787.98
CUST032709,20,50062.53,2503.13
CUST023161,24,50062.13,2085.92
CUST043296,18,50062.03,2781.22
CUST043733,17,50061.15,2944.77
CUST034129,34,50060.29,1472.36
CUST000812,22,50059.44,2275.43
CUST034498,20,50059.11,2502.96
CUST008551,24,50057.56,2085.73
CUST023277,22,50057.35,2275.33
CUST040078,20,50056.29,2502.81
CUST029692,20,50055.47,2502.77
CUST049368,16,50054.94,3128.43
CUST008890,26,50054.43,1925.17
CUST024278,19,50052.04,2634.32
CUST020876,23,50051.72,2176.16
CUST044264,13,50050.26,3850.02
CUST019259,21,50049.34,2383.3
CUST037751,27,50046.04,1853.56
CUST028702,30,50045.44,1668.18
CUST014855,21,50044.36,2383.06
CUST003263,25,50044.22,2001.77
CUST013982,25,50039.42,2001.58
CUST042071,28,50036.91,1787.03
CUST018096,28,50035.26,1786.97
CUST017840,25,50034.65,2001.39
CUST042952,21,50031.84,2382.47
CUST038224,29,50030.4,1725.19
CUST025821,20,50030.14,2501.51
CUST037435,26,50029.24,1924.2
CUST043196,17,50027.64,2942.8
CUST045760,26,50027.57,1924.14
CUST039053,23,50026.02,2175.04
CUST007768,22,50023.44,2273.79
CUST025335,19,50023.19,2632.8
CUST031415,21,50022.21,2382.01
CUST005960,19,50020.26,2632.65
CUST009086,20,50017.79,2500.89
CUST011020,22,50017.53,2273.52
CUST045116,18,50015.26,2778.63
CUST043741,18,50014.42,2778.58
CUST011007,21,50011.33,2381.49
CUST022014,26,50005.32,1923.28
CUST034383,20,50005.29,2500.26
CUST026460,28,50003.3,1785.83
CUST002377,22,50000.25,2272.74
CUST016323,15,50000.19,3333.35
CUST024914,21,50000.16,2380.96
CUST022823,26,49999.08,1923.04
CUST027799,26,49996.01,1922.92
CUST016059,31,49995.74,1612.77
CUST027653,25,49995.24,1999.81
CUST048634,25,49993.94,1999.76
CUST022740,22,49990.53,2272.3
CUST009431,24,49988.89,2082.87
CUST019317,14,49988.74,3570.62
CUST029824,16,49987.49,3124.22
CUST031113,28,49986.45,1785.23
CUST009123,19,49982.06,2630.63
CUST036733,26,49981.11,1922.35
CUST004537,28,49980.54,1785.02
CUST005188,24,49978.43,2082.43
CUST004717,20,49977.58,2498.88
CUST003336,25,49976.91,1999.08
CUST041065,22,49976.51,2271.66
CUST020328,18,49976.15,2776.45
CUST009415,20,49976.06,2498.8
CUST015352,21,49975.89,2379.8
CUST009687,19,49975.52,2630.29
CUST029219,18,49972.12,2776.23
CUST030822,22,49970.67,2271.39
CUST045255,24,49970.38,2082.1
CUST022868,18,49968.04,2776.0
CUST019107,20,49967.63,2498.38
CUST026127,19,49964.94,2629.73
CUST007090,18,49964.1,2775.78
CUST044713,21,49963.15,2379.2
CUST002150,23,49962.51,2172.28
CUST049984,25,49961.3,1998.45
CUST010578,20,49960.52,2498.03
CUST003283,26,49960.46,1921.56
CUST013989,14,49959.73,3568.55
CUST036493,19,49957.78,2629.36
CUST031197,25,49954.96,1998.2
CUST023087,30,49954.77,1665.16
CUST027162,25,49953.41,1998.14
CUST029556,22,49953.36,2270.61
CUST045250,16,49953.03,3122.06
CUST017400,28,49952.62,1784.02
CUST030525,25,49951.87,1998.07
CUST042885,26,49951.73,1921.22
CUST013481,24,49950.5,2081.27
CUST012422,24,49944.32,2081.01
CUST002520,25,49941.39,1997.66
CUST005986,20,49941.36,2497.07
CUST006554,25,49940.16,1997.61
CUST023500,17,49940.11,2937.65
CUST002788,21,49935.9,2377.9
CUST016575,17,49933.8,2937.28
CUST038533,18,49931.66,2773.98
CUST030449,28,49930.93,1783.25
CUST009360,20,49930.05,2496.5
CUST047787,24,49930.01,2080.42
CUST005977,23,49928.38,2170.8
CUST020849,19,49927.39,2627.76
CUST044808,17,49927.09,2936.89
CUST002162,19,49926.93,2627.73
CUST018232,25,49925.99,1997.04
CUST011486,20,49923.3,2496.17
CUST041201,24,49920.58,2080.02
CUST009109,32,49920.42,1560.01
CUST037870,24,49915.21,2079.8
CUST024494,23,49914.84,2170.21
CUST000845,18,49914.49,2773.03
CUST017570,21,49913.82,2376.85
CUST031241,29,49913.75,1721.16
CUST006322,22,49913.67,2268.8
CUST001891,27,49912.54,1848.61
CUST010091,23,49911.13,2170.05
CUST010373,19,49910.99,2626.89
CUST014380,22,49910.82,2268.67
CUST026292,20,49910.53,2495.53
CUST017768,23,49910.36,2170.02
CUST036007,21,49910.09,2376.67
CUST003919,18,49909.38,2772.74
CUST006369,29,49908.76,1720.99
CUST045363,22,49903.31,2268.33
CUST014124,19,49903.12,2626.48
CUST010178,20,49900.77,2495.04
CUST033343,23,49898.67,2169.51
CUST042081,23,49897.69,2169.46
CUST049188,25,49894.94,1995.8
CUST000047,23,49892.54,2169.24
CUST037897,26,49891.78,1918.91
CUST046998,21,49890.96,2375.76
CUST034581,17,49885.43,2934.44
CUST020101,29,49883.91,1720.13
CUST023182,27,49883.03,1847.52
CUST012986,22,49882.9,2267.4
CUST047900,19,49881.07,2625.32
CUST008989,20,49880.49,2494.02
CUST036953,18,49878.36,2771.02
CUST031469,21,49875.72,2375.03
CUST008300,23,49875.64,2168.51
CUST007255,22,49873.33,2266.97
CUST024553,29,49873.17,1719.76
CUST013472,14,49871.69,3562.26
CUST010570,20,49868.25,2493.41
CUST028359,24,49866.04,2077.75
CUST008408,20,49864.28,2493.21
CUST036843,21,49862.87,2374.42
CUST004653,17,49862.51,2933.09
CUST013186,24,49860.8,2077.53
CUST029424,33,49857.93,1510.85
CUST030688,27,49857.4,1846.57
CUST030936,20,49857.01,2492.85
CUST017252,28,49856.56,1780.59
CUST044531,21,49856.42,2374.12
CUST028715,21,49855.36,2374.06
CUST028491,21,49854.51,2374.02
CUST003992,19,49853.98,2623.89
CUST029364,18,49853.67,2769.65
CUST024802,25,49852.76,1994.11
CUST027610,15,49852.67,3323.51
CUST022424,27,49848.89,1846.26
CUST018757,21,49848.4,2373.73
CUST030066,14,49847.84,3560.56
CUST016723,24,49845.1,2076.88
CUST032419,22,49843.93,2265.63
CUST042945,25,49842.92,1993.72
CUST012713,17,49840.94,2931.82
CUST014314,24,49840.69,2076.7
CUST031920,26,49839.21,1916.89
CUST017607,27,49836.83,1845.81
CUST048614,16,49835.91,3114.74
CUST008834,18,49832.56,2768.48
CUST014554,24,49829.48,2076.23
CUST037235,18,49828.9,2768.27
CUST006212,16,49827.72,3114.23
CUST002200,18,49827.05,2768.17
CUST036742,18,49826.71,2768.15
CUST011874,23,49826.68,2166.38
CUST049466,20,49826.56,2491.33
CUST001897,20,49825.91,2491.3
CUST022113,20,49825.1,2491.26
CUST024454,17,49824.8,2930.87
CUST016672,17,49821.94,2930.7
CUST007314,27,49820.98,1845.22
CUST019521,19,49820.74,2622.14
CUST030387,27,49815.37,1845.01
CUST024180,24,49813.76,2075.57
CUST001425,23,49812.46,2165.76
CUST023455,18,49812.05,2767.34
CUST027102,31,49811.9,1606.84
CUST041435,23,49806.7,2165.51
CUST017494,19,49806.49,2621.39
CUST040195,29,49800.49,1717.26
CUST043647,25,49800.1,1992.0
CUST040044,20,49798.16,2489.91
CUST016296,16,49797.1,3112.32
CUST009458,24,49789.84,2074.58
CUST047760,21,49787.68,2370.84
CUST038735,26,49786.43,1914.86
CUST040264,20,49786.28,2489.31
CUST049276,22,49782.93,2262.86
CUST043172,19,49781.95,2620.1
CUST047419,22,49780.57,2262.75
CUST000722,19,49777.88,2619.89
CUST005919,29,49772.65,1716.3
CUST020615,25,49772.39,1990.9
CUST006160,23,49770.23,2163.92
CUST023926,22,49769.81,2262.26
CUST013234,14,49769.12,3554.94
CUST011313,22,49768.94,2262.22
CUST019812,17,49767.74,2927.51
CUST032883,27,49767.36,1843.24
CUST028496,22,49766.74,2262.12
CUST029619,24,49763.46,2073.48
CUST006267,25,49758.99,1990.36
CUST037705,18,49757.65,2764.31
CUST014693,22,49756.23,2261.65
CUST001811,26,49754.46,1913.63
CUST009762,13,49750.42,3826.96
CUST033575,25,49748.71,1989.95
CUST026721,25,49748.43,1989.94
CUST013788,15,49747.94,3316.53
CUST002722,19,49747.36,2618.28
CUST030686,22,49746.22,2261.19
CUST046480,20,49744.19,2487.21
CUST009676,23,49744.12,2162.79
CUST023556,23,49742.56,2162.72
CUST042469,17,49740.7,2925.92
CUST035201,18,49740.39,2763.36
CUST016788,24,49739.74,2072.49
CUST035689,23,49739.42,2162.58
CUST036228,16,49739.14,3108.7
CUST001487,17,49738.56,2925.8
CUST002854,20,49736.18,2486.81
CUST000139,17,49735.63,2925.63
CUST035646,22,49732.6,2260.57
CUST022259,19,49730.07,2617.37
CUST033383,19,49728.97,2617.31
CUST040330,21,49727.32,2367.97
CUST022277,19,49727.11,2617.22
CUST023259,18,49727.07,2762.62
CUST027949,19,49724.05,2617.06
CUST047965,25,49718.25,1988.73
CUST011689,16,49717.64,3107.35
CUST039045,24,49717.15,2071.55
CUST007661,25,49716.47,1988.66
CUST043765,26,49714.89,1912.11
CUST008661,24,49713.36,2071.39
CUST006210,13,49712.5,3824.04
CUST023482,19,49707.83,2616.2
CUST005779,31,49706.83,1603.45
CUST038355,18,49706.11,2761.45
CUST008274,30,49704.87,1656.83
CUST023815,22,49704.76,2259.31
CUST021380,21,49704.59,2366.89
CUST040477,22,49701.11,2259.14
CUST033815,25,49701.01,1988.04
CUST014591,21,49699.75,2366.65
CUST021026,22,49698.49,2259.02
CUST043735,17,49695.64,2923.27
CUST005850,24,49695.1,2070.63
CUST019329,21,49692.8,2366.32
CUST033525,22,49690.38,2258.65
CUST045521,25,49688.17,1987.53
CUST007649,22,49688.16,2258.55
CUST021177,26,49684.89,1910.96
CUST023139,22,49683.81,2258.36
CUST024951,29,49683.2,1713.21
CUST005304,26,49682.31,1910.86
CUST013696,24,49682.1,2070.09
CUST043587,21,49680.26,2365.73
CUST023084,29,49678.09,1713.04
CUST020693,25,49677.08,1987.08
CUST045629,15,49676.72,3311.78
CUST032471,22,49676.22,2258.01
CUST035833,24,49675.92,2069.83
CUST042305,28,49672.13,1774.0
CUST016034,23,49670.27,2159.58
CUST019514,22,49669.73,2257.71
CUST038430,17,49669.32,2921.72
CUST013233,21,49668.44,2365.16
CUST038915,16,49665.31,3104.08
CUST015761,20,49665.2,2483.26
CUST030972,22,49664.09,2257.46
CUST048148,24,49663.79,2069.32
CUST028493,27,49660.82,1839.29
CUST020404,15,49660.77,3310.72
CUST029183,24,49658.16,2069.09
CUST043653,25,49658.07,1986.32
CUST028247,17,49656.57,2920.97
CUST019572,19,49656.55,2613.5
CUST034980,31,49655.28,1601.78
CUST000989,20,49654.53,2482.73
CUST032340,21,49652.14,2364.39
CUST028889,24,49650.13,2068.76
CUST045004,22,49648.97,2256.77
CUST029462,23,49647.56,2158.59
CUST042552,22,49647.33,2256.7
CUST010506,18,49643.97,2758.0
CUST032669,27,49641.83,1838.59
CUST011469,24,49641.54,2068.4
CUST044746,21,49635.53,2363.6
CUST027592,22,49634.47,2256.11
CUST012343,23,49630.56,2157.85
CUST041366,23,49630.19,2157.83
CUST047369,25,49629.15,1985.17
CUST009484,24,49628.94,2067.87
CUST006280,23,49626.68,2157.68
CUST022577,23,49626.6,2157.68
CUST031060,29,49625.94,1711.24
CUST023060,25,49625.21,1985.01
CUST012866,20,49622.39,2481.12
CUST047102,21,49621.42,2362.92
CUST037080,17,49620.43,2918.85
CUST015803,18,49618.47,2756.58
CUST003924,21,49615.64,2362.65
CUST010649,23,49614.93,2157.17
CUST026475,26,49613.32,1908.2
CUST025277,18,49610.45,2756.14
CUST047600,22,49610.18,2255.01
CUST017317,22,49610.02,2255.0
CUST001485,20,49609.98,2480.5
CUST001411,20,49607.09,2480.35
CUST003771,20,49606.59,2480.33
CUST038905,25,49606.02,1984.24
CUST007285,26,49605.49,1907.9
CUST033905,22,49604.96,2254.77
CUST028811,24,49603.03,2066.79
CUST046299,15,49602.56,3306.84
CUST018092,26,49601.25,1907.74
CUST025571,19,49599.76,2610.51
CUST035337,18,49599.3,2755.52
CUST011192,21,49597.92,2361.81
CUST046354,23,49596.3,2156.36
CUST024973,25,49595.96,1983.84
CUST027575,22,49594.49,2254.3
CUST041679,29,49593.85,1710.13
CUST042036,24,49593.06,2066.38
CUST035876,25,49591.81,1983.67
CUST049033,21,49590.74,2361.46
CUST029715,25,49589.52,1983.58
CUST012247,22,49587.31,2253.97
CUST033256,29,49586.84,1709.89
CUST028301,15,49586.71,3305.78
CUST010831,25,49586.11,1983.44
CUST002383,19,49585.84,2609.78
CUST037147,16,49585.66,3099.1
CUST033996,30,49584.97,1652.83
CUST010701,9,49584.35,5509.37
CUST003054,27,49583.85,1836.44
CUST006973,24,49583.79,2065.99
CUST007710,24,49583.69,2065.99
CUST017710,20,49582.23,2479.11
CUST039980,24,49580.92,2065.87
CUST001004,29,49580.62,1709.68
CUST021664,28,49576.88,1770.6
CUST014980,27,49576.47,1836.17
CUST001868,19,49575.91,2609.26
CUST010557,19,49573.87,2609.15
CUST032420,26,49573.29,1906.67
CUST015277,20,49571.17,2478.56
CUST018791,24,49569.93,2065.41
CUST037587,19,49568.14,2608.85
CUST022913,27,49567.8,1835.84
CUST028198,21,49567.44,2360.35
CUST003549,19,49564.63,2608.66
CUST017552,25,49564.43,1982.58
CUST043360,17,49561.56,2915.39
CUST015999,22,49561.05,2252.77
CUST036073,20,49560.37,2478.02
CUST016429,25,49560.16,1982.41
CUST041745,25,49558.35,1982.33
CUST000004,24,49557.76,2064.91
CUST004061,14,49557.37,3539.81
CUST016730,22,49554.93,2252.5
CUST013452,16,49552.03,3097.0
CUST044021,27,49551.76,1835.25
CUST026170,20,49551.01,2477.55
CUST047207,19,49550.96,2607.95
CUST000146,24,49550.7,2064.61
CUST023479,22,49549.79,2252.26
CUST024069,20,49549.57,2477.48
CUST018136,23,49546.17,2154.18
CUST018620,23,49545.91,2154.17
CUST004992,23,49545.21,2154.14
CUST039382,24,49543.98,2064.33
CUST010201,24,49543.83,2064.33
CUST003112,22,49543.65,2251.98
CUST000326,20,49541.53,2477.08
CUST026003,26,49540.18,1905.39
CUST002744,27,49533.24,1834.56
CUST030787,22,49532.4,2251.47
CUST023233,17,49530.82,2913.58
CUST007583,30,49530.4,1651.01
CUST009506,21,49528.97,2358.52
CUST001753,28,49526.13,1768.79
CUST016262,18,49524.97,2751.39
CUST026199,21,49524.58,2358.31
CUST031074,26,49521.31,1904.67
CUST004919,20,49518.54,2475.93
CUST032117,26,49516.94,1904.5
CUST037925,25,49515.59,1980.62
CUST025352,18,49515.23,2750.85
CUST042529,23,49511.01,2152.65
CUST017209,23,49509.94,2152.61
CUST012753,20,49506.82,2475.34
CUST034321,24,49504.44,2062.69
CUST008990,14,49503.65,3535.98
CUST042053,16,49499.91,3093.74
CUST041071,23,49497.86,2152.08
CUST024968,16,49496.36,3093.52
CUST004860,15,49494.54,3299.64
CUST039239,23,49493.62,2151.9
CUST028095,18,49493.48,2749.64
CUST043166,24,49489.51,2062.06
CUST048037,22,49485.57,2249.34
CUST045801,19,49485.3,2604.49
CUST031013,19,49482.78,2604.36
CUST023164,25,49479.8,1979.19
CUST031308,20,49479.56,2473.98
CUST017676,24,49478.97,2061.62
CUST040230,18,49476.91,2748.72
CUST002117,22,49476.88,2248.95
CUST033889,20,49476.32,2473.82
CUST016922,24,49475.33,2061.47
CUST036166,24,49474.74,2061.45
CUST007976,20,49472.18,2473.61
CUST031592,23,49471.85,2150.95
CUST016223,23,49470.12,2150.87
CUST025495,23,49467.23,2150.75
CUST009694,23,49464.74,2150.64
CUST046086,25,49463.98,1978.56
CUST030116,25,49463.47,1978.54
CUST018200,22,49461.58,2248.25
CUST039136,21,49459.84,2355.23
CUST036608,18,49459.58,2747.75
CUST045377,20,49457.83,2472.89
CUST008778,20,49457.16,2472.86
CUST013110,24,49454.15,2060.59
CUST001536,20,49453.85,2472.69
CUST011329,18,49449.54,2747.2
CUST042256,22,49448.65,2247.67
CUST010686,14,49446.73,3531.91
CUST039481,28,49441.73,1765.78
CUST046552,24,49438.25,2059.93
CUST010788,26,49438.11,1901.47
CUST004162,19,49434.65,2601.82
CUST004108,22,49432.32,2246.92
CUST009457,24,49431.09,2059.63
CUST009758,14,49430.02,3530.72
CUST030325,21,49429.97,2353.81
CUST035501,12,49429.86,4119.16
CUST034074,29,49428.95,1704.45
CUST039354,25,49428.57,1977.14
CUST042393,20,49426.04,2471.3
CUST014936,23,49424.78,2148.9
CUST021597,27,49423.64,1830.51
CUST037352,24,49419.27,2059.14
